# Derived extract of Supplementary Data 1, scFoundation (Hao et al. 2024, Nature Methods, doi:10.1038/s41592-024-02305-7).
# derived-from-sha256: 786c6962d01bbeeffcc88335d2e2e762f333daf399c649bec3916bc4ef2209d0
# Columns kept: project_ID, sample_ID, cell_number_reserved — every row, values unchanged. The publisher file itself is not committed.
project_ID,sample_ID,cell_number_reserved
DISCO-GSE152212,DISCO-GSM4609187,361
DISCO-GSE152212,DISCO-GSM4609188,475
DISCO-GSE152212,DISCO-GSM4609189,1001
DISCO-GSE152212,DISCO-GSM4609190,1059
DISCO-GSE152212,DISCO-GSM4609191,495
DISCO-GSE152212,DISCO-GSM4609192,843
DISCO-GSE152212,DISCO-GSM4609193,542
DISCO-GSE152212,DISCO-GSM4609194,989
DISCO-GSE152212,DISCO-GSM4609195,402
DISCO-GSE152212,DISCO-GSM4609196,900
DISCO-GSE152212,DISCO-GSM4609197,968
DISCO-GSE152212,DISCO-GSM4609198,569
DISCO-GSE152212,DISCO-GSM4609199,573
DISCO-GSE152212,DISCO-GSM4609200,752
DISCO-GSE152212,DISCO-GSM4609201,1595
DISCO-GSE152212,DISCO-GSM4609202,1623
DISCO-GSE152212,DISCO-GSM4609203,1195
DISCO-GSE152212,DISCO-GSM4609204,1669
DISCO-GSE152212,DISCO-GSM4609205,593
DISCO-GSE152212,DISCO-GSM4609206,673
DISCO-GSE152212,DISCO-GSM4609207,548
DISCO-GSE152212,DISCO-GSM4609208,695
DISCO-GSE152212,DISCO-GSM4609209,832
DISCO-GSE152212,DISCO-GSM4609212,480
DISCO-GSE152212,DISCO-GSM4609213,523
DISCO-GSE152212,DISCO-GSM4609214,761
DISCO-GSE152212,DISCO-GSM4609215,645
DISCO-GSE152212,DISCO-GSM4609216,410
DISCO-GSE139369,DISCO-GSM4138872,4114
DISCO-GSE139369,DISCO-GSM4138873,4127
DISCO-GSE139369,DISCO-GSM4138874,2200
DISCO-GSE139369,DISCO-GSM4138875,5779
DISCO-GSE139369,DISCO-GSM4138876,5726
DISCO-GSE139369,DISCO-GSM4138877,5607
DISCO-GSE139369,DISCO-GSM4138878,1483
DISCO-GSE139369,DISCO-GSM4138879,3336
DISCO-GSE139369,DISCO-GSM4138880,5482
DISCO-GSE139369,DISCO-GSM4138881,324
DISCO-GSE139369,DISCO-GSM4138882,219
DISCO-GSE139369,DISCO-GSM4138883,1522
DISCO-GSE139369,DISCO-GSM4138884,1818
DISCO-GSE139369,DISCO-GSM4138885,3753
DISCO-GSE139369,DISCO-GSM4138886,1912
DISCO-GSE139369,DISCO-GSM4138887,864
DISCO-GSE175817,DISCO-GSM5348398,7074
DISCO-GSE175817,DISCO-GSM5348399,2633
DISCO-GSE175817,DISCO-GSM5348400,2336
DISCO-GSE175817,DISCO-GSM5348401,12315
DISCO-GSE175817,DISCO-GSM5348402,8066
DISCO-GSE175817,DISCO-GSM5348403,16572
DISCO-GSE171964,DISCO-GSM5238894,5515
DISCO-GSE171964,DISCO-GSM5238895,3665
DISCO-GSE171964,DISCO-GSM5238896,3217
DISCO-GSE171964,DISCO-GSM5238897,5347
DISCO-GSE171964,DISCO-GSM5238898,4706
DISCO-GSE171964,DISCO-GSM5238899,3780
DISCO-GSE171964,DISCO-GSM5238900,3672
DISCO-GSE171964,DISCO-GSM5238901,5239
DISCO-GSE171964,DISCO-GSM5238902,5728
DISCO-GSE171964,DISCO-GSM5238903,5028
DISCO-GSE171964,DISCO-GSM5238904,6143
DISCO-GSE171964,DISCO-GSM5238905,6401
DISCO-GSE171964,DISCO-GSM5238906,5079
DISCO-GSE171964,DISCO-GSM5238907,4362
DISCO-GSE171964,DISCO-GSM5238908,4789
DISCO-GSE171964,DISCO-GSM5238909,4980
DISCO-GSE171964,DISCO-GSM5238910,3868
DISCO-GSE171964,DISCO-GSM5238911,4909
DISCO-GSE171964,DISCO-GSM5238912,5183
DISCO-GSE171964,DISCO-GSM5238913,4592
DISCO-GSE171964,DISCO-GSM5238914,5402
DISCO-GSE171964,DISCO-GSM5238915,5381
DISCO-GSE171964,DISCO-GSM5238916,2150
DISCO-GSE171964,DISCO-GSM5238917,4759
DISCO-GSE171964,DISCO-GSM5238918,7792
DISCO-GSE171964,DISCO-GSM5238919,4721
DISCO-GSE171964,DISCO-GSM5238920,5332
DISCO-GSE171964,DISCO-GSM5238921,5328
DISCO-GSE171964,DISCO-GSM5238922,4607
DISCO-GSE171964,DISCO-GSM5238923,4610
DISCO-GSE171964,DISCO-GSM5238924,6554
DISCO-GSE171964,DISCO-GSM5238925,6535
DISCO-GSE171964,DISCO-GSM5238926,5919
DISCO-GSE171964,DISCO-GSM5238927,5919
DISCO-GSE171964,DISCO-GSM5238928,5838
DISCO-GSE171964,DISCO-GSM5238929,5837
DISCO-GSE171964,DISCO-GSM5238930,5775
DISCO-GSE171964,DISCO-GSM5238931,8170
DISCO-GSE171964,DISCO-GSM5238932,6532
DISCO-GSE171964,DISCO-GSM5238933,6317
DISCO-GSE171964,DISCO-GSM5238934,6062
DISCO-GSE171964,DISCO-GSM5238935,4937
DISCO-GSE171964,DISCO-GSM5238936,5635
DISCO-GSE171964,DISCO-GSM5238937,3873
DISCO-GSE171964,DISCO-GSM5238939,12788
DISCO-GSE171964,DISCO-GSM5238940,3270
DISCO-GSE171964,DISCO-GSM5238941,4389
DISCO-GSE171964,DISCO-GSM5238942,4420
DISCO-GSE171964,DISCO-GSM5238943,21086
DISCO-GSE161329,DISCO-GSM4904933,3627
DISCO-GSE161329,DISCO-GSM4904934,3459
DISCO-GSE161329,DISCO-GSM4904935,3893
DISCO-GSE161329,DISCO-GSM4904936,4546
DISCO-GSE161329,DISCO-GSM4904937,20340
DISCO-GSE163577,DISCO-GSM4982083,9297
DISCO-GSE163577,DISCO-GSM4982084,16032
DISCO-GSE163577,DISCO-GSM4982085,278
DISCO-GSE163577,DISCO-GSM4982086,9024
DISCO-GSE163577,DISCO-GSM4982087,16693
DISCO-GSE163577,DISCO-GSM4982088,20088
DISCO-GSE163577,DISCO-GSM4982089,4372
DISCO-GSE163577,DISCO-GSM4982090,2309
DISCO-GSE163577,DISCO-GSM4982091,4211
DISCO-GSE163577,DISCO-GSM4982092,9032
DISCO-GSE163577,DISCO-GSM4982093,5996
DISCO-GSE163577,DISCO-GSM4982094,4445
DISCO-GSE163577,DISCO-GSM4982095,1049
DISCO-GSE163577,DISCO-GSM4982096,2075
DISCO-GSE163577,DISCO-GSM4982097,2589
DISCO-GSE163577,DISCO-GSM4982098,1115
DISCO-GSE163577,DISCO-GSM4982099,21794
DISCO-GSE163577,DISCO-GSM4982100,8175
DISCO-GSE163577,DISCO-GSM4982101,8647
DISCO-GSE163577,DISCO-GSM4982102,12629
DISCO-GSE163577,DISCO-GSM4982103,15466
DISCO-GSE163577,DISCO-GSM4982104,17374
DISCO-GSE163577,DISCO-GSM4982105,9135
DISCO-GSE163577,DISCO-GSM4982106,12152
DISCO-GSE163577,DISCO-GSM4982107,7122
DISCO-GSE150825,DISCO-GSM4559280,2338
DISCO-GSE150825,DISCO-GSM4559281,3490
DISCO-GSE150825,DISCO-GSM4586332,5057
DISCO-GSE150825,DISCO-GSM4586333,4486
DISCO-GSE150825,DISCO-GSM4586334,3256
DISCO-GSE150825,DISCO-GSM4586335,4042
DISCO-GSE150825,DISCO-GSM4586336,2709
DISCO-GSE150825,DISCO-GSM4586337,1238
DISCO-GSE150825,DISCO-GSM4586338,5070
DISCO-GSE150825,DISCO-GSM4586339,3411
DISCO-GSE150825,DISCO-GSM4603512,7729
DISCO-GSE150825,DISCO-GSM4603513,5942
DISCO-GSE150825,DISCO-GSM4603514,5163
DISCO-GSE150825,DISCO-GSM4603515,6707
DISCO-GSE150825,DISCO-GSM4603516,4330
DISCO-GSE158038,DISCO-GSM4785600,6566
DISCO-GSE158038,DISCO-GSM4785601,9438
DISCO-GSE158038,DISCO-GSM4785602,2378
DISCO-GSE158038,DISCO-GSM4785603,6262
DISCO-GSE158038,DISCO-GSM4785604,7885
DISCO-GSE158038,DISCO-GSM4785605,9861
DISCO-GSE158038,DISCO-GSM4785606,7755
DISCO-GSE158038,DISCO-GSM4785607,4785
DISCO-GSE158038,DISCO-GSM4785608,5773
DISCO-GSE158038,DISCO-GSM4785609,3030
DISCO-GSE158038,DISCO-GSM4785610,1983
DISCO-GSE158038,DISCO-GSM4785611,3030
DISCO-GSE158038,DISCO-GSM4785612,3187
DISCO-GSE158038,DISCO-GSM4785634,953
DISCO-GSE158038,DISCO-GSM4785635,314
DISCO-GSE158038,DISCO-GSM4785636,1829
DISCO-GSE158038,DISCO-GSM4785637,283
DISCO-GSE158038,DISCO-GSM4785641,912
DISCO-GSE158038,DISCO-GSM4785642,4276
DISCO-GSE158038,DISCO-GSM4785643,210
DISCO-GSE158038,DISCO-GSM4785644,2056
DISCO-GSE157007,DISCO-GSM4750298,2281
DISCO-GSE157007,DISCO-GSM4750299,2574
DISCO-GSE157007,DISCO-GSM4750300,3396
DISCO-GSE157007,DISCO-GSM4750301,7420
DISCO-GSE157007,DISCO-GSM4750302,5138
DISCO-GSE157007,DISCO-GSM4750303,5667
DISCO-GSE157007,DISCO-GSM4750304,8771
DISCO-GSE157007,DISCO-GSM4750305,6368
DISCO-GSE157007,DISCO-GSM4750306,4673
DISCO-GSE157007,DISCO-GSM4750307,8008
DISCO-GSE157007,DISCO-GSM4750308,7093
DISCO-GSE157007,DISCO-GSM4750309,5776
DISCO-GSE157007,DISCO-GSM4750310,6221
DISCO-GSE157007,DISCO-GSM4750311,7472
DISCO-GSE157007,DISCO-GSM5684306,11113
DISCO-GSE157007,DISCO-GSM5684307,11126
DISCO-GSE157007,DISCO-GSM5684308,12245
DISCO-GSE121080,DISCO-GSM3425686,2837
DISCO-GSE121080,DISCO-GSM3425687,2012
DISCO-GSE121080,DISCO-GSM3425688,2079
DISCO-GSE121080,DISCO-GSM3425689,2149
DISCO-GSE121080,DISCO-GSM3425690,4683
DISCO-GSE121080,DISCO-GSM3425691,3941
DISCO-GSE121080,DISCO-GSM3425692,5287
DISCO-GSE121080,DISCO-GSM3425693,3277
DISCO-GSE121080,DISCO-GSM3425694,2783
DISCO-GSE121080,DISCO-GSM3425695,2785
DISCO-GSE121080,DISCO-GSM3425696,4126
DISCO-GSE121080,DISCO-GSM3425697,4425
DISCO-GSE121080,DISCO-GSM3425698,4679
DISCO-GSE121080,DISCO-GSM3425699,4356
DISCO-GSE121080,DISCO-GSM3425700,3887
DISCO-GSE121080,DISCO-GSM3425701,4387
DISCO-GSE165907,DISCO-GSM5057684,822
DISCO-GSE165907,DISCO-GSM5057685,1216
DISCO-GSE165907,DISCO-GSM5057686,2056
DISCO-GSE165907,DISCO-GSM5057687,795
DISCO-GSE165907,DISCO-GSM5057688,1054
DISCO-GSE165907,DISCO-GSM5057689,498
DISCO-GSE165907,DISCO-GSM5057690,916
DISCO-GSE165907,DISCO-GSM5057691,826
DISCO-GSE165907,DISCO-GSM5057694,885
DISCO-GSE165907,DISCO-GSM5057791,1235
DISCO-GSE165907,DISCO-GSM5057792,1842
DISCO-GSE165907,DISCO-GSM5057793,3915
DISCO-GSE165907,DISCO-GSM5057794,4210
DISCO-GSE165907,DISCO-GSM5057795,5023
DISCO-GSE165907,DISCO-GSM5057796,5501
DISCO-GSE165907,DISCO-GSM5057797,3798
DISCO-GSE165907,DISCO-GSM5057798,4827
DISCO-GSE165907,DISCO-GSM5057799,1235
DISCO-GSE165907,DISCO-GSM5057800,1840
DISCO-GSE165907,DISCO-GSM5057801,3926
DISCO-GSE165907,DISCO-GSM5057802,4221
DISCO-GSE165907,DISCO-GSM5057803,5034
DISCO-GSE165907,DISCO-GSM5057804,5502
DISCO-GSE165907,DISCO-GSM5057805,3804
DISCO-GSE165907,DISCO-GSM5057806,4826
DISCO-E-MTAB-8901,DISCO-ERX4012060,2835
DISCO-E-MTAB-8901,DISCO-ERX4012061,3301
DISCO-E-MTAB-8901,DISCO-ERX4012062,4181
DISCO-E-MTAB-8901,DISCO-ERX4012063,3417
DISCO-E-MTAB-8901,DISCO-ERX4012064,2479
DISCO-E-MTAB-8901,DISCO-ERX4012065,4694
DISCO-E-MTAB-8901,DISCO-ERX4012066,4291
DISCO-E-MTAB-8901,DISCO-ERX4012088,8402
DISCO-E-MTAB-8901,DISCO-ERX4012089,847
DISCO-E-MTAB-8901,DISCO-ERX4012090,3452
DISCO-E-MTAB-8901,DISCO-ERX4012091,3608
DISCO-E-MTAB-8901,DISCO-ERX4012092,2004
DISCO-E-MTAB-8901,DISCO-ERX4012093,4346
DISCO-E-MTAB-8901,DISCO-ERX4012094,3276
DISCO-E-MTAB-8901,DISCO-ERX4012095,2848
DISCO-E-MTAB-8901,DISCO-ERX4012096,3150
DISCO-E-MTAB-8901,DISCO-ERX4012097,6163
DISCO-E-MTAB-8901,DISCO-ERX4012098,1975
DISCO-E-MTAB-8901,DISCO-ERX4012099,2404
DISCO-E-MTAB-8901,DISCO-ERX4012100,2181
DISCO-E-MTAB-8901,DISCO-ERX4012101,1506
DISCO-E-MTAB-8901,DISCO-ERX4012102,5056
DISCO-E-MTAB-8901,DISCO-ERX4012103,3360
DISCO-E-MTAB-8901,DISCO-ERX4012104,802
DISCO-E-MTAB-8901,DISCO-ERX4012105,1601
DISCO-E-MTAB-8901,DISCO-ERX4012106,1227
DISCO-E-MTAB-8901,DISCO-ERX4012107,2132
DISCO-E-MTAB-8901,DISCO-ERX4012108,1657
DISCO-GSE137829,DISCO-GSM4089151,11982
DISCO-GSE137829,DISCO-GSM4089152,1926
DISCO-GSE137829,DISCO-GSM4089153,6151
DISCO-GSE137829,DISCO-GSM4089154,2891
DISCO-GSE137829,DISCO-GSM4711414,7656
DISCO-GSE137829,DISCO-GSM4711415,7385
DISCO-E-MTAB-8322,DISCO-ERX3537206,719
DISCO-E-MTAB-8322,DISCO-ERX3537207,1572
DISCO-E-MTAB-8322,DISCO-ERX3537208,1919
DISCO-E-MTAB-8322,DISCO-ERX3537209,579
DISCO-E-MTAB-8322,DISCO-ERX3537210,1392
DISCO-E-MTAB-8322,DISCO-ERX3537211,1788
DISCO-E-MTAB-8322,DISCO-ERX3537212,482
DISCO-E-MTAB-8322,DISCO-ERX3537213,1757
DISCO-E-MTAB-8322,DISCO-ERX3537214,5040
DISCO-E-MTAB-8322,DISCO-ERX3537215,1824
DISCO-E-MTAB-8322,DISCO-ERX3537216,602
DISCO-E-MTAB-8322,DISCO-ERX3537217,995
DISCO-E-MTAB-8322,DISCO-ERX3537218,1173
DISCO-E-MTAB-8322,DISCO-ERX3537219,1349
DISCO-E-MTAB-8322,DISCO-ERX3537220,3416
DISCO-E-MTAB-8322,DISCO-ERX3537221,5623
DISCO-E-MTAB-8322,DISCO-ERX3537222,1641
DISCO-E-MTAB-8322,DISCO-ERX3537223,1556
DISCO-E-MTAB-8322,DISCO-ERX3537224,601
DISCO-E-MTAB-8322,DISCO-ERX3537225,1169
DISCO-E-MTAB-8322,DISCO-ERX3537226,1074
DISCO-E-MTAB-8322,DISCO-ERX3537227,6081
DISCO-E-MTAB-8322,DISCO-ERX3537228,5424
DISCO-E-MTAB-8322,DISCO-ERX3537229,1257
DISCO-E-MTAB-8322,DISCO-ERX3537230,5173
DISCO-E-MTAB-8322,DISCO-ERX3537231,2769
DISCO-E-MTAB-8322,DISCO-ERX3537232,1622
DISCO-GSE130560,DISCO-GSM3743501,4983
DISCO-GSE130560,DISCO-GSM3743502,5980
DISCO-GSE130560,DISCO-GSM3743503,7675
DISCO-GSE130560,DISCO-GSM3743504,5682
DISCO-GSE130560,DISCO-GSM3743505,12641
DISCO-GSE130560,DISCO-GSM3743506,8939
DISCO-GSE174367,DISCO-GSM5292838,3634
DISCO-GSE174367,DISCO-GSM5292839,1662
DISCO-GSE174367,DISCO-GSM5292840,2190
DISCO-GSE174367,DISCO-GSM5292841,2169
DISCO-GSE174367,DISCO-GSM5292842,2361
DISCO-GSE174367,DISCO-GSM5292843,2710
DISCO-GSE174367,DISCO-GSM5292844,1923
DISCO-GSE174367,DISCO-GSM5292845,2719
DISCO-GSE174367,DISCO-GSM5292846,3258
DISCO-GSE174367,DISCO-GSM5292847,3476
DISCO-GSE174367,DISCO-GSM5292848,2025
DISCO-GSE174367,DISCO-GSM5292849,1779
DISCO-GSE174367,DISCO-GSM5292850,2077
DISCO-GSE174367,DISCO-GSM5292851,1702
DISCO-GSE174367,DISCO-GSM5292852,2258
DISCO-GSE174367,DISCO-GSM5292853,2034
DISCO-GSE174367,DISCO-GSM5292854,1916
DISCO-GSE174367,DISCO-GSM5292855,2125
DISCO-GSE174367,DISCO-GSM5292856,3490
DISCO-GSE134809,DISCO-GSM3972009,1146
DISCO-GSE134809,DISCO-GSM3972010,653
DISCO-GSE134809,DISCO-GSM3972011,483
DISCO-GSE134809,DISCO-GSM3972012,477
DISCO-GSE134809,DISCO-GSM3972013,2047
DISCO-GSE134809,DISCO-GSM3972014,1742
DISCO-GSE134809,DISCO-GSM3972015,1801
DISCO-GSE134809,DISCO-GSM3972016,2497
DISCO-GSE134809,DISCO-GSM3972017,2525
DISCO-GSE134809,DISCO-GSM3972018,2185
DISCO-GSE134809,DISCO-GSM3972019,2195
DISCO-GSE134809,DISCO-GSM3972020,4238
DISCO-GSE134809,DISCO-GSM3972021,1236
DISCO-GSE134809,DISCO-GSM3972022,599
DISCO-GSE134809,DISCO-GSM3972023,3876
DISCO-GSE134809,DISCO-GSM3972024,3743
DISCO-GSE134809,DISCO-GSM3972025,2651
DISCO-GSE134809,DISCO-GSM3972026,4888
DISCO-GSE134809,DISCO-GSM3972027,1454
DISCO-GSE134809,DISCO-GSM3972028,1840
DISCO-GSE134809,DISCO-GSM3972029,2382
DISCO-GSE134809,DISCO-GSM3972030,2900
DISCO-GSE134809,DISCO-GSM4761137,1839
DISCO-GSE134809,DISCO-GSM4761138,868
DISCO-GSE134809,DISCO-GSM4761139,1088
DISCO-GSE134809,DISCO-GSM4761140,2735
DISCO-GSE134809,DISCO-GSM4761141,3692
DISCO-GSE134809,DISCO-GSM4761142,3965
DISCO-GSE134809,DISCO-GSM4761144,4458
DISCO-GSE166042,DISCO-GSM5060604,11825
DISCO-GSE166042,DISCO-GSM5060605,9576
DISCO-GSE166042,DISCO-GSM5060606,11125
DISCO-GSE166042,DISCO-GSM5060607,4675
DISCO-GSE166042,DISCO-GSM5060608,9952
DISCO-GSE166042,DISCO-GSM5060609,10131
DISCO-GSE166042,DISCO-GSM5060610,10149
DISCO-GSE166042,DISCO-GSM5060611,4211
DISCO-GSE166042,DISCO-GSM5060612,4108
DISCO-GSE166042,DISCO-GSM5060613,888
DISCO-GSE166042,DISCO-GSM5060614,759
DISCO-GSE166042,DISCO-GSM5060615,3277
DISCO-GSE157783,DISCO-GSM4774931,2009
DISCO-GSE157783,DISCO-GSM4774932,5161
DISCO-GSE157783,DISCO-GSM4774933,3205
DISCO-GSE157783,DISCO-GSM4774934,1888
DISCO-GSE157783,DISCO-GSM4774935,4877
DISCO-GSE157783,DISCO-GSM4774936,2973
DISCO-GSE157783,DISCO-GSM4774937,3640
DISCO-GSE157783,DISCO-GSM4774938,2061
DISCO-GSE157783,DISCO-GSM4774939,4325
DISCO-GSE157783,DISCO-GSM4774940,2845
DISCO-GSE157783,DISCO-GSM4774941,5197
DISCO-GSE164898,DISCO-GSM5022599,3197
DISCO-GSE164898,DISCO-GSM5022600,1168
DISCO-GSE164898,DISCO-GSM5022601,3420
DISCO-GSE164898,DISCO-GSM5022602,2162
DISCO-GSE164898,DISCO-GSM5022603,3191
DISCO-GSE164898,DISCO-GSM5022604,9084
DISCO-GSE164898,DISCO-GSM5022605,8257
DISCO-GSE164898,DISCO-GSM5022606,6315
DISCO-GSE141526,DISCO-GSM4205686,9394
DISCO-GSE141526,DISCO-GSM4205687,12410
DISCO-GSE141526,DISCO-GSM4205688,6328
DISCO-GSE141526,DISCO-GSM4205689,6776
DISCO-GSE141526,DISCO-GSM4205690,6579
DISCO-GSE141526,DISCO-GSM4205691,10989
DISCO-GSE184937,DISCO-GSM5600718,9610
DISCO-GSE184937,DISCO-GSM5600719,8601
DISCO-GSE184937,DISCO-GSM5600720,8965
DISCO-GSE184937,DISCO-GSM5600721,16743
DISCO-GSE184937,DISCO-GSM5600722,15750
DISCO-GSE184937,DISCO-GSM5600723,9424
DISCO-GSE201999,DISCO-GSM6086499,12457
DISCO-GSE201999,DISCO-GSM6086500,8322
DISCO-GSE201999,DISCO-GSM6086501,12937
DISCO-GSE125881,DISCO-GSM3583861,5137
DISCO-GSE125881,DISCO-GSM3583862,6400
DISCO-GSE125881,DISCO-GSM3583863,4195
DISCO-GSE125881,DISCO-GSM3583864,1471
DISCO-GSE125881,DISCO-GSM3583865,1681
DISCO-GSE125881,DISCO-GSM3583866,5908
DISCO-GSE125881,DISCO-GSM3583867,3928
DISCO-GSE125881,DISCO-GSM3583868,624
DISCO-GSE125881,DISCO-GSM3583870,5801
DISCO-GSE125881,DISCO-GSM3583871,5992
DISCO-GSE125881,DISCO-GSM3583872,4479
DISCO-GSE125881,DISCO-GSM3583873,7464
DISCO-GSE125881,DISCO-GSM3583874,2271
DISCO-GSE125881,DISCO-GSM3583875,2192
DISCO-GSE159624,DISCO-GSM4835995,2989
DISCO-GSE159624,DISCO-GSM4835996,4073
DISCO-GSE159624,DISCO-GSM4835997,1270
DISCO-GSE159624,DISCO-GSM4835998,290
DISCO-GSE159624,DISCO-GSM4835999,2758
DISCO-GSE159624,DISCO-GSM4836000,1152
DISCO-GSE159624,DISCO-GSM4836001,1146
DISCO-GSE159624,DISCO-GSM4836002,1680
DISCO-GSE159624,DISCO-GSM4836003,1598
DISCO-GSE159624,DISCO-GSM4836004,2074
DISCO-GSE159624,DISCO-GSM4836005,1163
DISCO-GSE159624,DISCO-GSM4836006,1424
DISCO-GSE159624,DISCO-GSM4836007,1968
DISCO-GSE159624,DISCO-GSM4836008,7009
DISCO-GSE159624,DISCO-GSM4836009,3814
DISCO-GSE159624,DISCO-GSM4836010,4844
DISCO-GSE147520,DISCO-GSM4466780,23118
DISCO-GSE147520,DISCO-GSM4466781,15162
DISCO-GSE147520,DISCO-GSM4466782,15428
DISCO-GSE147520,DISCO-GSM4466783,658
DISCO-GSE147520,DISCO-GSM4466784,674
DISCO-GSE147520,DISCO-GSM4466785,7151
DISCO-GSE147520,DISCO-GSM4466786,20326
DISCO-GSE162806,DISCO-GSM4960241,5204
DISCO-GSE162806,DISCO-GSM4960242,4233
DISCO-GSE162806,DISCO-GSM4960243,3739
DISCO-GSE162806,DISCO-GSM4960244,4026
DISCO-GSE162806,DISCO-GSM4960245,3854
DISCO-GSE162806,DISCO-GSM4960246,4200
DISCO-GSE162806,DISCO-GSM4960247,3950
DISCO-GSE162806,DISCO-GSM4960248,4985
DISCO-GSE162806,DISCO-GSM4960249,5142
DISCO-GSE162806,DISCO-GSM4960250,2558
DISCO-GSE162806,DISCO-GSM4960251,5274
DISCO-GSE162806,DISCO-GSM4960253,1910
DISCO-GSE162806,DISCO-GSM4960254,2428
DISCO-GSE162806,DISCO-GSM4960255,3454
DISCO-GSE162806,DISCO-GSM4960256,2772
DISCO-GSE162806,DISCO-GSM4960257,3022
DISCO-GSE162806,DISCO-GSM4960258,2743
DISCO-GSE162806,DISCO-GSM4960259,4020
DISCO-GSE162806,DISCO-GSM4960260,4252
DISCO-GSE162806,DISCO-GSM4960261,4018
DISCO-GSE162806,DISCO-GSM4960262,4427
DISCO-GSE162806,DISCO-GSM4960263,3744
DISCO-GSE162806,DISCO-GSM4960264,1810
DISCO-GSE162806,DISCO-GSM4960265,1257
DISCO-GSE162806,DISCO-GSM4960266,2158
DISCO-GSE162806,DISCO-GSM4960267,2533
DISCO-GSE162806,DISCO-GSM4960268,1782
DISCO-GSE162806,DISCO-GSM4960269,3551
DISCO-GSE162806,DISCO-GSM4960270,991
DISCO-GSE162806,DISCO-GSM4960271,4461
DISCO-GSE162806,DISCO-GSM4960272,3121
DISCO-GSE162806,DISCO-GSM4960273,2649
DISCO-GSE162806,DISCO-GSM4960274,4481
DISCO-GSE162806,DISCO-GSM4960275,3715
DISCO-GSE162806,DISCO-GSM4960276,4654
DISCO-GSE162806,DISCO-GSM4960277,4294
DISCO-GSE162806,DISCO-GSM4960278,4718
DISCO-GSE172577,DISCO-GSM5258385,7854
DISCO-GSE172577,DISCO-GSM5258386,8080
DISCO-GSE172577,DISCO-GSM5258387,5044
DISCO-GSE172577,DISCO-GSM5258388,9773
DISCO-GSE172577,DISCO-GSM5258389,8520
DISCO-GSE172577,DISCO-GSM5258390,7950
DISCO-E-MTAB-8142,DISCO-ERX3458563,5521
DISCO-E-MTAB-8142,DISCO-ERX3458565,3994
DISCO-E-MTAB-8142,DISCO-ERX3458566,2733
DISCO-E-MTAB-8142,DISCO-ERX3458569,4785
DISCO-E-MTAB-8142,DISCO-ERX3458571,3088
DISCO-E-MTAB-8142,DISCO-ERX3458573,4217
DISCO-E-MTAB-8142,DISCO-ERX3458574,486
DISCO-E-MTAB-8142,DISCO-ERX3458577,3742
DISCO-E-MTAB-8142,DISCO-ERX3458579,2355
DISCO-E-MTAB-8142,DISCO-ERX3458581,1668
DISCO-E-MTAB-8142,DISCO-ERX3458582,1574
DISCO-E-MTAB-8142,DISCO-ERX3458585,2070
DISCO-E-MTAB-8142,DISCO-ERX5053651,3984
DISCO-E-MTAB-8142,DISCO-ERX5053655,1100
DISCO-E-MTAB-8142,DISCO-ERX5053657,2305
DISCO-E-MTAB-8142,DISCO-ERX5053659,225
DISCO-E-MTAB-8142,DISCO-ERX5053661,7222
DISCO-E-MTAB-8142,DISCO-ERX5053663,2156
DISCO-E-MTAB-8142,DISCO-ERX5053665,8009
DISCO-E-MTAB-8142,DISCO-ERX5053667,1532
DISCO-E-MTAB-8142,DISCO-ERX5053669,6585
DISCO-E-MTAB-8142,DISCO-ERX5053671,7906
DISCO-E-MTAB-8142,DISCO-ERX5053673,7054
DISCO-E-MTAB-8142,DISCO-ERX5053675,1529
DISCO-E-MTAB-8142,DISCO-ERX5053676,1613
DISCO-E-MTAB-8142,DISCO-ERX5053677,227
DISCO-E-MTAB-8142,DISCO-ERX5053678,2256
DISCO-E-MTAB-8142,DISCO-ERX5053679,3825
DISCO-E-MTAB-8142,DISCO-ERX5053680,1289
DISCO-E-MTAB-8142,DISCO-ERX5053681,364
DISCO-E-MTAB-8142,DISCO-ERX5053682,2639
DISCO-E-MTAB-8142,DISCO-ERX5053683,5049
DISCO-E-MTAB-8142,DISCO-ERX5053685,780
DISCO-E-MTAB-8142,DISCO-ERX5053687,1912
DISCO-E-MTAB-8142,DISCO-ERX5053689,1522
DISCO-E-MTAB-8142,DISCO-ERX5053691,11009
DISCO-E-MTAB-8142,DISCO-ERX5053693,828
DISCO-E-MTAB-8142,DISCO-ERX5053695,5260
DISCO-E-MTAB-8142,DISCO-ERX5053697,681
DISCO-E-MTAB-8142,DISCO-ERX5053699,1280
DISCO-E-MTAB-8142,DISCO-ERX5053701,758
DISCO-E-MTAB-8142,DISCO-ERX5053703,5080
DISCO-E-MTAB-8142,DISCO-ERX5053705,950
DISCO-E-MTAB-8142,DISCO-ERX5053706,6754
DISCO-E-MTAB-8142,DISCO-ERX5053709,8445
DISCO-E-MTAB-8142,DISCO-ERX5053710,5767
DISCO-E-MTAB-8142,DISCO-ERX5053713,4682
DISCO-E-MTAB-8142,DISCO-ERX5053714,4457
DISCO-E-MTAB-8142,DISCO-ERX5053717,4997
DISCO-E-MTAB-8142,DISCO-ERX5053718,6230
DISCO-E-MTAB-8142,DISCO-ERX5053721,7684
DISCO-E-MTAB-8142,DISCO-ERX5053722,4975
DISCO-GSE130888,DISCO-GSM3755687,4622
