# Derived extract of Supplementary Data 1, scFoundation (Hao et al. 2024, Nature Methods, doi:10.1038/s41592-024-02305-7).
# derived-from-sha256: 786c6962d01bbeeffcc88335d2e2e762f333daf399c649bec3916bc4ef2209d0
# Columns kept: project_ID, sample_ID, cell_number_reserved — every row, values unchanged. The publisher file itself is not committed.
project_ID,sample_ID,cell_number_reserved
DISCO-GSE130888,DISCO-GSM3755688,5603
DISCO-GSE130888,DISCO-GSM3755689,8445
DISCO-GSE130888,DISCO-GSM3755690,3851
DISCO-GSE130888,DISCO-GSM3755691,12256
DISCO-GSE130888,DISCO-GSM3755692,9089
DISCO-GSE130888,DISCO-GSM3755693,8868
DISCO-GSE130888,DISCO-GSM3755694,4278
DISCO-GSE130888,DISCO-GSM3755695,3681
DISCO-GSE130888,DISCO-GSM3755696,1475
DISCO-GSE130888,DISCO-GSM3755697,6874
DISCO-GSE130888,DISCO-GSM3755698,6464
DISCO-GSE130888,DISCO-GSM3755699,7947
DISCO-GSE155960,DISCO-GSM4717158,11164
DISCO-GSE155960,DISCO-GSM4717159,7475
DISCO-GSE155960,DISCO-GSM4717160,5030
DISCO-GSE155960,DISCO-GSM4717161,5574
DISCO-GSE155960,DISCO-GSM4717162,5687
DISCO-GSE155960,DISCO-GSM4717163,7872
DISCO-GSE203548,DISCO-GSM6176135,5771
DISCO-GSE203548,DISCO-GSM6176136,6771
DISCO-GSE203548,DISCO-GSM6176137,3254
DISCO-GSE203548,DISCO-GSM6176138,8787
DISCO-GSE203548,DISCO-GSM6176139,3542
DISCO-GSE203548,DISCO-GSM6176140,2472
DISCO-GSE203548,DISCO-GSM6176141,4929
DISCO-GSE203548,DISCO-GSM6176142,5136
DISCO-GSE203548,DISCO-GSM6176143,3990
DISCO-GSE203548,DISCO-GSM6176144,3458
DISCO-GSE141299,DISCO-GSM4200471,3109
DISCO-GSE141299,DISCO-GSM4200472,4516
DISCO-GSE141299,DISCO-GSM4200473,4671
DISCO-GSE141299,DISCO-GSM4200474,7059
DISCO-GSE141299,DISCO-GSM4200475,3246
DISCO-GSE141299,DISCO-GSM4200476,8650
DISCO-GSE141299,DISCO-GSM4200477,3283
DISCO-GSE141299,DISCO-GSM4200479,2963
DISCO-GSE179565,DISCO-GSM5420670,4041
DISCO-GSE179565,DISCO-GSM5420671,11302
DISCO-GSE179565,DISCO-GSM5420672,5009
DISCO-GSE179565,DISCO-GSM5420673,8070
DISCO-GSE179565,DISCO-GSM5420675,5763
DISCO-GSE152522,DISCO-GSM4617156,7274
DISCO-GSE152522,DISCO-GSM4617157,8993
DISCO-GSE152522,DISCO-GSM4617159,4659
DISCO-GSE152522,DISCO-GSM4617160,7661
DISCO-GSE152522,DISCO-GSM4617161,9508
DISCO-GSE152522,DISCO-GSM4617162,4734
DISCO-GSE152522,DISCO-GSM4617163,7218
DISCO-GSE152522,DISCO-GSM4617164,3463
DISCO-GSE152522,DISCO-GSM4617165,7102
DISCO-GSE152522,DISCO-GSM4617166,3832
DISCO-GSE152522,DISCO-GSM4617167,4808
DISCO-GSE152522,DISCO-GSM4617168,12709
DISCO-GSE152522,DISCO-GSM4617169,1788
DISCO-GSE152522,DISCO-GSM4617170,5189
DISCO-GSE152522,DISCO-GSM4617171,1314
DISCO-GSE152522,DISCO-GSM4617191,8174
DISCO-GSE152522,DISCO-GSM4617192,10469
DISCO-GSE152522,DISCO-GSM4617193,8949
DISCO-GSE152522,DISCO-GSM4617194,7497
DISCO-GSE152522,DISCO-GSM4617195,2324
DISCO-GSE152522,DISCO-GSM4794665,6265
DISCO-GSE152522,DISCO-GSM4794666,11822
DISCO-GSE152522,DISCO-GSM4794667,6616
DISCO-GSE152522,DISCO-GSM4794668,8656
DISCO-GSE152522,DISCO-GSM4794669,2235
DISCO-GSE152522,DISCO-GSM4794670,7599
DISCO-GSE144236,DISCO-GSM4284223,962
DISCO-GSE144236,DISCO-GSM4284224,409
DISCO-GSE144236,DISCO-GSM4284225,639
DISCO-GSE144236,DISCO-GSM4284226,680
DISCO-GSE144236,DISCO-GSM4284227,4246
DISCO-GSE144236,DISCO-GSM4284228,5008
DISCO-GSE144236,DISCO-GSM4284230,1211
DISCO-GSE144236,DISCO-GSM4284231,283
DISCO-GSE144236,DISCO-GSM4284232,10490
DISCO-GSE144236,DISCO-GSM4284233,241
DISCO-GSE144236,DISCO-GSM4284234,1901
DISCO-GSE144236,DISCO-GSM4284235,1193
DISCO-GSE144236,DISCO-GSM4284236,3571
DISCO-GSE144236,DISCO-GSM4284237,5648
DISCO-GSE144236,DISCO-GSM4284238,4059
DISCO-GSE144236,DISCO-GSM4284239,2456
DISCO-GSE144236,DISCO-GSM4284240,3187
DISCO-GSE144236,DISCO-GSM4284241,340
DISCO-GSE144236,DISCO-GSM4284242,1267
DISCO-GSE144236,DISCO-GSM4284243,274
DISCO-GSE144236,DISCO-GSM4284244,2678
DISCO-GSE144236,DISCO-GSM4284245,6175
DISCO-GSE144236,DISCO-GSM4284246,3844
DISCO-GSE144236,DISCO-GSM4284247,2858
DISCO-GSE134578,DISCO-GSM3956366,2222
DISCO-GSE134578,DISCO-GSM3956367,2159
DISCO-GSE134578,DISCO-GSM3956368,2407
DISCO-GSE134578,DISCO-GSM3956369,1807
DISCO-GSE134578,DISCO-GSM3956371,2677
DISCO-GSE134578,DISCO-GSM3956372,2700
DISCO-GSE134578,DISCO-GSM3956373,1619
DISCO-GSE134578,DISCO-GSM3956374,1203
DISCO-GSE134578,DISCO-GSM3956375,1548
DISCO-GSE134578,DISCO-GSM3956376,1634
DISCO-GSE134578,DISCO-GSM3956377,1051
DISCO-GSE134578,DISCO-GSM3956378,618
DISCO-GSE134578,DISCO-GSM3984199,1230
DISCO-GSE134578,DISCO-GSM3984200,1487
DISCO-GSE134578,DISCO-GSM3984201,1400
DISCO-GSE134578,DISCO-GSM3984202,1694
DISCO-GSE134578,DISCO-GSM3984203,1574
DISCO-GSE134578,DISCO-GSM3984204,1496
DISCO-GSE134578,DISCO-GSM3984205,1852
DISCO-GSE134578,DISCO-GSM3984206,781
DISCO-GSE134578,DISCO-GSM3984207,1439
DISCO-GSE134578,DISCO-GSM3984208,236
DISCO-GSE134578,DISCO-GSM3984209,822
DISCO-GSE134578,DISCO-GSM3984210,326
DISCO-GSE134578,DISCO-GSM3984211,1367
DISCO-GSE134578,DISCO-GSM3984212,1557
DISCO-GSE134578,DISCO-GSM3984213,475
DISCO-GSE134578,DISCO-GSM3984214,1207
DISCO-GSE134578,DISCO-GSM3984215,1237
DISCO-GSE134578,DISCO-GSM3984216,1128
DISCO-GSE180945,DISCO-GSM5478754,3011
DISCO-GSE180945,DISCO-GSM5478755,10852
DISCO-GSE180945,DISCO-GSM5478756,31089
DISCO-E-MTAB-9652,DISCO-ERX4607477,7863
DISCO-E-MTAB-9652,DISCO-ERX4607480,8573
DISCO-E-MTAB-9652,DISCO-ERX4607483,9120
DISCO-E-MTAB-9652,DISCO-ERX4607486,7775
DISCO-E-MTAB-9652,DISCO-ERX4607489,6698
DISCO-E-MTAB-9652,DISCO-ERX4607492,5181
DISCO-E-MTAB-9652,DISCO-ERX4607495,6503
DISCO-E-MTAB-9652,DISCO-ERX4607498,7533
DISCO-E-MTAB-9652,DISCO-ERX4607501,7090
DISCO-E-MTAB-9652,DISCO-ERX4607502,9611
DISCO-E-MTAB-9652,DISCO-ERX4607507,6598
DISCO-E-MTAB-9652,DISCO-ERX4607510,6144
DISCO-E-MTAB-9652,DISCO-ERX4607513,4780
DISCO-GSE173193,DISCO-GSM5261695,5158
DISCO-GSE173193,DISCO-GSM5261696,4334
DISCO-GSE173193,DISCO-GSM5261697,6479
DISCO-GSE173193,DISCO-GSM5261698,4107
DISCO-GSE173193,DISCO-GSM5261699,7738
DISCO-GSE173193,DISCO-GSM5261700,3803
DISCO-GSE173193,DISCO-GSM5261701,4738
DISCO-GSE173193,DISCO-GSM5261702,4620
DISCO-GSE152048,DISCO-GSM4600954,221
DISCO-GSE152048,DISCO-GSM4600955,3541
DISCO-GSE152048,DISCO-GSM4600956,3292
DISCO-GSE152048,DISCO-GSM4600957,373
DISCO-GSE152048,DISCO-GSM4600958,1053
DISCO-GSE152048,DISCO-GSM4600959,3166
DISCO-GSE152048,DISCO-GSM4600960,3369
DISCO-GSE152048,DISCO-GSM4600961,580
DISCO-GSE152048,DISCO-GSM4600962,1685
DISCO-GSE152048,DISCO-GSM4600963,1407
DISCO-GSE152048,DISCO-GSM4600964,246
DISCO-GSE152048,DISCO-GSM4600965,1234
DISCO-GSE152048,DISCO-GSM4600966,7526
DISCO-GSE152048,DISCO-GSM4600967,415
DISCO-GSE152048,DISCO-GSM4600968,293
DISCO-GSE152048,DISCO-GSM4600969,6944
DISCO-GSE152048,DISCO-GSM4600970,7659
DISCO-GSE152048,DISCO-GSM4600971,461
DISCO-GSE152048,DISCO-GSM4600973,7377
DISCO-GSE152048,DISCO-GSM4600974,11516
DISCO-GSE152048,DISCO-GSM4600975,11841
DISCO-GSE152048,DISCO-GSM4600976,10958
DISCO-GSE152048,DISCO-GSM4600977,12252
DISCO-GSE152048,DISCO-GSM4600978,7709
DISCO-GSE152048,DISCO-GSM4600979,14815
DISCO-GSE152048,DISCO-GSM4600980,13004
DISCO-GSE152048,DISCO-GSM4600981,15559
DISCO-GSE152048,DISCO-GSM4600982,6518
DISCO-GSE152048,DISCO-GSM4600983,7931
DISCO-GSE152048,DISCO-GSM4600984,7623
DISCO-GSE152048,DISCO-GSM4600985,6896
DISCO-GSE152048,DISCO-GSM4600986,5432
DISCO-GSE152048,DISCO-GSM4600987,5214
DISCO-GSE152048,DISCO-GSM4600988,6607
DISCO-GSE152048,DISCO-GSM4600989,5867
DISCO-GSE152048,DISCO-GSM4600990,7299
DISCO-GSE152048,DISCO-GSM4600991,7291
DISCO-GSE152048,DISCO-GSM4600992,507
DISCO-GSE152048,DISCO-GSM4600993,575
DISCO-GSE152048,DISCO-GSM4600994,7205
DISCO-GSE152048,DISCO-GSM4600995,553
DISCO-GSE152048,DISCO-GSM4600996,7334
DISCO-GSE152048,DISCO-GSM4600997,573
DISCO-GSE152048,DISCO-GSM4600998,9185
DISCO-GSE152048,DISCO-GSM4600999,758
DISCO-GSE152048,DISCO-GSM4601001,9179
DISCO-GSE152048,DISCO-GSM4601003,8857
DISCO-GSE152048,DISCO-GSM4601004,741
DISCO-GSE152048,DISCO-GSM4601005,8652
DISCO-GSE152048,DISCO-GSM4601006,1418
DISCO-GSE152048,DISCO-GSM4601007,1494
DISCO-GSE152048,DISCO-GSM4601008,3833
DISCO-GSE152048,DISCO-GSM4601009,3781
DISCO-GSE152048,DISCO-GSM4601010,3826
DISCO-GSE152048,DISCO-GSM4601011,3585
DISCO-GSE152048,DISCO-GSM4601012,1444
DISCO-GSE152048,DISCO-GSM4601013,1192
DISCO-GSE152048,DISCO-GSM4601014,1825
DISCO-GSE152048,DISCO-GSM4601015,6380
DISCO-GSE152048,DISCO-GSM4601016,6549
DISCO-GSE152048,DISCO-GSM4601017,1737
DISCO-GSE152048,DISCO-GSM4601018,6566
DISCO-GSE152048,DISCO-GSM4601019,1195
DISCO-GSE152048,DISCO-GSM4601020,6542
DISCO-GSE152048,DISCO-GSM4601021,1685
DISCO-GSE152048,DISCO-GSM4601022,1759
DISCO-GSE152048,DISCO-GSM4601023,5112
DISCO-GSE152048,DISCO-GSM4601024,5276
DISCO-GSE152048,DISCO-GSM4601025,1972
DISCO-GSE152048,DISCO-GSM4601026,1406
DISCO-GSE152048,DISCO-GSM4601027,2343
DISCO-GSE152048,DISCO-GSM4601028,5343
DISCO-GSE152048,DISCO-GSM4601029,5481
DISCO-GSE138867,DISCO-GSM4120733,7473
DISCO-GSE138867,DISCO-GSM4120734,6118
DISCO-GSE138867,DISCO-GSM4120735,5032
DISCO-GSE138867,DISCO-GSM4120736,3884
DISCO-GSE138867,DISCO-GSM4120737,5951
DISCO-GSE138867,DISCO-GSM4120738,2945
DISCO-GSE138867,DISCO-GSM4120739,7069
DISCO-GSE138867,DISCO-GSM4120740,4627
DISCO-GSE166992,DISCO-GSM5090446,11794
DISCO-GSE166992,DISCO-GSM5090447,4742
DISCO-GSE166992,DISCO-GSM5090448,4549
DISCO-GSE166992,DISCO-GSM5090449,3768
DISCO-GSE166992,DISCO-GSM5090450,5491
DISCO-GSE166992,DISCO-GSM5090451,3791
DISCO-GSE166992,DISCO-GSM5090452,4181
DISCO-GSE166992,DISCO-GSM5090453,669
DISCO-GSE166992,DISCO-GSM5090454,10924
DISCO-PRJNA662018,DISCO-SRX9087495,6979
DISCO-PRJNA662018,DISCO-SRX9087496,9389
DISCO-PRJNA662018,DISCO-SRX9087497,4750
DISCO-PRJNA662018,DISCO-SRX9087498,4116
DISCO-PRJNA662018,DISCO-SRX9087499,4904
DISCO-PRJNA662018,DISCO-SRX9087500,5871
DISCO-PRJNA662018,DISCO-SRX9087501,10130
DISCO-PRJNA662018,DISCO-SRX9087502,9013
DISCO-PRJNA662018,DISCO-SRX9087503,8834
DISCO-PRJNA662018,DISCO-SRX9087504,7661
DISCO-PRJNA662018,DISCO-SRX9087505,5520
DISCO-E-MTAB-9467,DISCO-ERX4409902,2802
DISCO-E-MTAB-9467,DISCO-ERX4409903,2172
DISCO-E-MTAB-9467,DISCO-ERX4409904,4842
DISCO-E-MTAB-9467,DISCO-ERX4409905,3798
DISCO-E-MTAB-9467,DISCO-ERX4409906,4406
DISCO-E-MTAB-9467,DISCO-ERX4409907,3304
DISCO-E-MTAB-9467,DISCO-ERX4409908,5859
DISCO-E-MTAB-9467,DISCO-ERX4409909,3575
DISCO-E-MTAB-9467,DISCO-ERX4409910,4953
GEO-GSE153855,GEO-GSM4656102,235
GEO-GSE153855,GEO-GSM4656103,319
GEO-GSE153855,GEO-GSM4656104,324
GEO-GSE153855,GEO-GSM4656105,179
GEO-GSE153855,GEO-GSM4656106,350
GEO-GSE153855,GEO-GSM4656107,316
GEO-GSE153855,GEO-GSM4656108,346
GEO-GSE153855,GEO-GSM4656109,328
GEO-GSE153855,GEO-GSM4656110,308
GEO-GSE153855,GEO-GSM4656111,338
GEO-GSE153855,GEO-GSM4656112,340
GEO-GSE166345,GEO-GSM5068844,35744
GEO-GSE166345,GEO-GSM5068845,12758
GEO-GSE168940,GEO-GSM6415276,10155
GEO-GSE168940,GEO-GSM6415278,4813
GEO-GSE168940,GEO-GSM6415280,5363
GEO-GSE168940,GEO-GSM6415282,607
GEO-GSE168940,GEO-GSM6415284,20070
GEO-GSE168940,GEO-GSM6415286,11512
GEO-GSE168940,GEO-GSM6415288,4755
GEO-GSE168940,GEO-GSM6415290,13046
GEO-GSE168940,GEO-GSM6415292,16520
GEO-GSE184291,GEO-GSM5583421,14104
GEO-GSE184291,GEO-GSM5583422,13072
GEO-GSE189650,GEO-GSM5705583,5082
GEO-GSE189650,GEO-GSM5705585,565
GEO-GSE195460,GEO-GSM5837792,14617
GEO-GSE195460,GEO-GSM5837797,6610
GEO-GSE195460,GEO-GSM5837799,5785
GEO-GSE197268,GEO-GSM5911983,14047
GEO-GSE197268,GEO-GSM5911984,3031
GEO-GSE197268,GEO-GSM5911985,3222
GEO-GSE197268,GEO-GSM5911986,9987
GEO-GSE197268,GEO-GSM5911987,1008
GEO-GSE197268,GEO-GSM5911988,8863
GEO-GSE197268,GEO-GSM5911989,7317
GEO-GSE197268,GEO-GSM5911990,5143
GEO-GSE197268,GEO-GSM5911991,7287
GEO-GSE197268,GEO-GSM5911992,2477
GEO-GSE197268,GEO-GSM5911993,6684
GEO-GSE197268,GEO-GSM5911994,3471
GEO-GSE197268,GEO-GSM5911995,1161
GEO-GSE197268,GEO-GSM5911996,2875
GEO-GSE197268,GEO-GSM5911997,9008
GEO-GSE197268,GEO-GSM5911998,2298
GEO-GSE197268,GEO-GSM5911999,1570
GEO-GSE197268,GEO-GSM5912000,6333
GEO-GSE197268,GEO-GSM5912001,1888
GEO-GSE197268,GEO-GSM5912002,6816
GEO-GSE197268,GEO-GSM5912003,882
GEO-GSE197268,GEO-GSM5912004,8559
GEO-GSE197268,GEO-GSM5912005,1836
GEO-GSE197268,GEO-GSM5912006,2517
GEO-GSE197268,GEO-GSM5912007,490
GEO-GSE197268,GEO-GSM5912008,820
GEO-GSE197268,GEO-GSM5912009,618
GEO-GSE197268,GEO-GSM5912010,7557
GEO-GSE197268,GEO-GSM5912011,84
GEO-GSE197268,GEO-GSM5912012,7554
GEO-GSE197268,GEO-GSM5912013,2792
GEO-GSE197268,GEO-GSM5912014,815
GEO-GSE197268,GEO-GSM5912015,9042
GEO-GSE197268,GEO-GSM5912016,9042
GEO-GSE197268,GEO-GSM5912017,207
GEO-GSE197268,GEO-GSM5912018,1005
GEO-GSE197268,GEO-GSM5912019,9077
GEO-GSE197268,GEO-GSM5912020,22199
GEO-GSE197268,GEO-GSM5912021,7774
GEO-GSE197268,GEO-GSM5912022,3127
GEO-GSE197268,GEO-GSM5912023,7005
GEO-GSE197268,GEO-GSM5912024,1213
GEO-GSE197268,GEO-GSM5912025,3230
GEO-GSE197268,GEO-GSM5912026,1274
GEO-GSE197268,GEO-GSM5912027,2305
GEO-GSE197268,GEO-GSM5912028,1250
GEO-GSE197268,GEO-GSM5912029,9089
GEO-GSE197268,GEO-GSM5912030,6050
GEO-GSE197268,GEO-GSM5912031,204
GEO-GSE197268,GEO-GSM5912032,1207
GEO-GSE197268,GEO-GSM5912033,5404
GEO-GSE197268,GEO-GSM5912034,3559
GEO-GSE197268,GEO-GSM5912035,1469
GEO-GSE197268,GEO-GSM5912036,6170
GEO-GSE197268,GEO-GSM5912037,282
GEO-GSE197268,GEO-GSM5912038,5165
GEO-GSE197268,GEO-GSM5912039,130
GEO-GSE197268,GEO-GSM5912040,4132
GEO-GSE197268,GEO-GSM5912041,569
GEO-GSE197268,GEO-GSM5912042,5940
GEO-GSE197268,GEO-GSM5912043,5985
GEO-GSE197268,GEO-GSM5912044,3890
GEO-GSE197268,GEO-GSM5912045,9416
GEO-GSE197268,GEO-GSM5912046,13408
GEO-GSE197268,GEO-GSM5912047,11410
GEO-GSE197268,GEO-GSM5912048,11711
GEO-GSE197268,GEO-GSM5912049,3203
GEO-GSE197268,GEO-GSM5912050,5454
GEO-GSE197268,GEO-GSM5912051,8277
GEO-GSE197268,GEO-GSM5912052,7266
GEO-GSE197268,GEO-GSM5912053,4811
GEO-GSE197268,GEO-GSM5912054,5288
GEO-GSE197268,GEO-GSM5912055,1797
GEO-GSE197268,GEO-GSM5912056,5709
GEO-GSE197268,GEO-GSM5912057,5080
GEO-GSE197268,GEO-GSM5912058,6036
GEO-GSE197268,GEO-GSM5912059,8967
GEO-GSE197268,GEO-GSM5912060,6298
GEO-GSE197268,GEO-GSM5912061,5014
GEO-GSE197268,GEO-GSM5912062,8670
GEO-GSE197268,GEO-GSM5912063,6550
GEO-GSE197268,GEO-GSM5912064,336
GEO-GSE197268,GEO-GSM5912065,6779
GEO-GSE197268,GEO-GSM5912066,8416
GEO-GSE197268,GEO-GSM5912067,9749
GEO-GSE197268,GEO-GSM5912068,1730
GEO-GSE197268,GEO-GSM5912069,7267
GEO-GSE197268,GEO-GSM5912070,5814
GEO-GSE197268,GEO-GSM5912071,15426
GEO-GSE197268,GEO-GSM5912072,4346
GEO-GSE197268,GEO-GSM5912073,1852
GEO-GSE197268,GEO-GSM5912074,10411
GEO-GSE197268,GEO-GSM5912075,5568
GEO-GSE197268,GEO-GSM5912076,7647
GEO-GSE197268,GEO-GSM5912077,3370
GEO-GSE197268,GEO-GSM5912078,1551
GEO-GSE197268,GEO-GSM5912079,6807
GEO-GSE197268,GEO-GSM5912080,1406
GEO-GSE197268,GEO-GSM5912081,1339
GEO-GSE197268,GEO-GSM5912082,4864
GEO-GSE197268,GEO-GSM5912083,4716
GEO-GSE197268,GEO-GSM5912084,3170
GEO-GSE197268,GEO-GSM5912085,8905
GEO-GSE197268,GEO-GSM5912086,5021
GEO-GSE197268,GEO-GSM5912087,11084
GEO-GSE197268,GEO-GSM5912088,4702
GEO-GSE197268,GEO-GSM5912089,14015
GEO-GSE197268,GEO-GSM5912090,5541
GEO-GSE197268,GEO-GSM5912091,8244
GEO-GSE201891,GEO-GSM6077644,3733
GEO-GSE201891,GEO-GSM6077645,2368
GEO-GSE201891,GEO-GSM6077646,2494
GEO-GSE201891,GEO-GSM6077647,3701
GEO-GSE201891,GEO-GSM6077648,3562
GEO-GSE205439,GEO-GSM6212682,6454
GEO-GSE205439,GEO-GSM6212683,9206
GEO-GSE205439,GEO-GSM6212684,4977
GEO-GSE205439,GEO-GSM6212685,2717
GEO-GSE205704,GEO-GSM6217975,5098
GEO-GSE205704,GEO-GSM6217976,12457
GEO-GSE205704,GEO-GSM6217978,1097
GEO-GSE205704,GEO-GSM6217979,7832
GEO-GSE205704,GEO-GSM6217981,9623
GEO-GSE205704,GEO-GSM6217983,5620
GEO-GSE206638,GEO-GSM6259909,1122
GEO-GSE206638,GEO-GSM6259910,286
GEO-GSE206638,GEO-GSM6259911,1043
GEO-GSE206638,GEO-GSM6259912,3793
GEO-GSE206638,GEO-GSM6259913,1155
GEO-GSE206638,GEO-GSM6259914,5248
GEO-GSE206638,GEO-GSM6259915,6199
GEO-GSE206710,GEO-GSM6261174,6328
GEO-GSE206710,GEO-GSM6261175,6132
GEO-GSE206710,GEO-GSM6261176,11530
GEO-GSE206710,GEO-GSM6261177,11789
GEO-GSE206710,GEO-GSM6261178,18096
GEO-GSE206710,GEO-GSM6261179,18491
GEO-GSE206710,GEO-GSM6261180,18652
GEO-GSE206710,GEO-GSM6261181,15270
GEO-GSE208034,GEO-GSM6333276,7065
GEO-GSE208034,GEO-GSM6333277,8151
GEO-GSE208034,GEO-GSM6333278,9085
GEO-GSE208034,GEO-GSM6333279,8239
GEO-GSE208034,GEO-GSM6333280,8415
GEO-GSE208034,GEO-GSM6333281,6976
GEO-GSE208034,GEO-GSM6333282,6908
GEO-GSE208034,GEO-GSM6333283,7682
GEO-GSE208034,GEO-GSM6333284,8204
GEO-GSE208034,GEO-GSM6333285,8065
GEO-GSE208034,GEO-GSM6333286,7247
GEO-GSE208034,GEO-GSM6333287,7215
GEO-GSE208034,GEO-GSM6333288,9354
GEO-GSE208034,GEO-GSM6333289,9191
GEO-GSE208034,GEO-GSM6333290,12470
GEO-GSE208034,GEO-GSM6333291,12856
GEO-GSE208034,GEO-GSM6333292,7812
GEO-GSE208034,GEO-GSM6333293,7648
GEO-GSE208034,GEO-GSM6333294,6527
GEO-GSE208034,GEO-GSM6333295,5458
GEO-GSE208034,GEO-GSM6333296,8759
GEO-GSE208034,GEO-GSM6333297,11504
GEO-GSE208034,GEO-GSM6333298,9601
GEO-GSE208034,GEO-GSM6333299,10396
GEO-GSE208108,GEO-GSM6337431,3290
GEO-GSE208108,GEO-GSM6337432,5110
GEO-GSE208108,GEO-GSM6337433,6974
GEO-GSE208108,GEO-GSM6337434,2741
GEO-GSE208108,GEO-GSM6337435,4517
GEO-GSE208108,GEO-GSM6337436,4035
GEO-GSE208108,GEO-GSM6337437,3188
GEO-GSE208108,GEO-GSM6337438,8587
GEO-GSE134649,GEO-GSM3960983,1119
GEO-GSE134649,GEO-GSM3960984,1919
GEO-GSE134649,GEO-GSM3960985,2125
GEO-GSE134649,GEO-GSM3960986,2415
GEO-GSE134649,GEO-GSM3960987,1707
GEO-GSE134649,GEO-GSM3960988,2098
GEO-GSE158067,GEO-GSM4790028,7833
GEO-GSE158067,GEO-GSM4790029,6637
GEO-GSE158067,GEO-GSM4790030,9397
GEO-GSE158067,GEO-GSM4790031,12063
GEO-GSE158067,GEO-GSM5811752,7268
GEO-GSE171899,GEO-GSM5237039,1927
GEO-GSE171899,GEO-GSM5237040,1777
GEO-GSE171899,GEO-GSM5237041,2182
GEO-GSE171899,GEO-GSM5237042,918
GEO-GSE171899,GEO-GSM5237043,4064
GEO-GSE171899,GEO-GSM5237044,4071
GEO-GSE171899,GEO-GSM5237045,1534
GEO-GSE171899,GEO-GSM5237046,1621
GEO-GSE171899,GEO-GSM5237047,1258
GEO-GSE171899,GEO-GSM5237048,4575
GEO-GSE171899,GEO-GSM5237049,2106
GEO-GSE171899,GEO-GSM5237050,6243
GEO-GSE174554,GEO-GSM5319503,685
GEO-GSE174554,GEO-GSM5319504,369
GEO-GSE174554,GEO-GSM5319505,2624
GEO-GSE174554,GEO-GSM5319506,4134
GEO-GSE174554,GEO-GSM5319507,5783
GEO-GSE174554,GEO-GSM5319508,1234
GEO-GSE174554,GEO-GSM5319509,6686
GEO-GSE174554,GEO-GSM5319510,3705
GEO-GSE174554,GEO-GSM5319511,1332
GEO-GSE174554,GEO-GSM5319512,853
GEO-GSE174554,GEO-GSM5319513,60
GEO-GSE174554,GEO-GSM5319514,253
GEO-GSE174554,GEO-GSM5319515,463
GEO-GSE174554,GEO-GSM5319516,1410
GEO-GSE174554,GEO-GSM5319517,324
GEO-GSE174554,GEO-GSM5319518,4183
GEO-GSE174554,GEO-GSM5319519,1898
GEO-GSE174554,GEO-GSM5319520,3213
GEO-GSE174554,GEO-GSM5319521,6835
GEO-GSE174554,GEO-GSM5319522,463
GEO-GSE174554,GEO-GSM5319523,849
GEO-GSE174554,GEO-GSM5319524,617
GEO-GSE174554,GEO-GSM5319525,606
GEO-GSE174554,GEO-GSM5319526,4216
GEO-GSE174554,GEO-GSM5319527,188
GEO-GSE174554,GEO-GSM5319528,274
GEO-GSE174554,GEO-GSM5319529,4240
GEO-GSE174554,GEO-GSM5319530,2975
GEO-GSE174554,GEO-GSM5319531,4507
GEO-GSE174554,GEO-GSM5319532,3457
GEO-GSE174554,GEO-GSM5319533,173
GEO-GSE174554,GEO-GSM5319534,4446
GEO-GSE174554,GEO-GSM5319535,3738
GEO-GSE174554,GEO-GSM5319536,1107
GEO-GSE174554,GEO-GSM5319537,3002
GEO-GSE174554,GEO-GSM5319538,3356
GEO-GSE174554,GEO-GSM5319539,1895
GEO-GSE174554,GEO-GSM5319540,2957
GEO-GSE174554,GEO-GSM5319541,1335
GEO-GSE174554,GEO-GSM5319542,2716
GEO-GSE174554,GEO-GSM5319543,2062
GEO-GSE174554,GEO-GSM5319544,36
GEO-GSE174554,GEO-GSM5319545,4257
GEO-GSE174554,GEO-GSM5319546,2736
GEO-GSE174554,GEO-GSM5319547,2536
GEO-GSE174554,GEO-GSM5319548,4278
GEO-GSE174554,GEO-GSM5319549,3160
GEO-GSE174554,GEO-GSM5319550,2479
GEO-GSE174554,GEO-GSM5319551,4836
GEO-GSE174554,GEO-GSM5319552,1748
GEO-GSE174554,GEO-GSM5319553,2913
GEO-GSE174554,GEO-GSM5319554,2276
GEO-GSE174554,GEO-GSM5319555,113
GEO-GSE174554,GEO-GSM5319556,3127
GEO-GSE174554,GEO-GSM5319557,4777
GEO-GSE174554,GEO-GSM5319558,4904
GEO-GSE174554,GEO-GSM5319559,4051
GEO-GSE174554,GEO-GSM5319560,2923
GEO-GSE174554,GEO-GSM5319561,3396
GEO-GSE174554,GEO-GSM5319562,4458
GEO-GSE174554,GEO-GSM5319563,1586
GEO-GSE174554,GEO-GSM5319564,5758
GEO-GSE174554,GEO-GSM5319565,5605
GEO-GSE174554,GEO-GSM5319567,5927
GEO-GSE174554,GEO-GSM5319568,3465
GEO-GSE174554,GEO-GSM5319569,4132
GEO-GSE174554,GEO-GSM5319570,2245
GEO-GSE174554,GEO-GSM5319571,1510
GEO-GSE174554,GEO-GSM5319572,3688
GEO-GSE174554,GEO-GSM5319573,1359
GEO-GSE174554,GEO-GSM5319574,2343
GEO-GSE174554,GEO-GSM5319575,3602
GEO-GSE174554,GEO-GSM5319576,8185
GEO-GSE174554,GEO-GSM6199398,852
